link,title,description,rarity,scarcity,price
https://www.nbatopshot.com/listings/p2p/b2605806-0d47-439f-ba72-784897470bb0+0d9666e3-3268-4a97-8c9f-4b4c6e8c90a2,PAUL GEORGE,"Handles - Mar 7 2021, 2021 All-Star Game (Series 2), LBN",Rare,#/2021LE,$363.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+d07c7e9a-8b73-42d6-ba69-1f128b1641eb,BRANDON CLARKE,"Layup - Dec 28 2020, Base Set (Series 2), MEM",Common,#/12000LE,$33.00
https://www.nbatopshot.com/listings/p2p/122b048d-585e-4c63-8275-c23949576fd6+f3266ac2-958a-48c6-901d-6bb07a0f6201,DONOVAN MITCHELL,"Handles - Jan 21 2021, Seeing Stars (Series 2), UTA",Common,#/10000LE,$135.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+a9efcc11-df82-437d-90e2-cb9bf1310c7d,STEVEN ADAMS,"Dunk - Jan 17 2021, Base Set (Series 2), NOP",Common,#/35000+CC,$13.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+fc5a461e-2c14-45a5-b533-cce672c91bcb,KELLY OUBRE JR.,"Dunk - Dec 22 2020, Base Set (Series 2), GSW",Common,#/15000LE,$28.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+e97d8f79-a17a-4cef-858f-f481ace3830d,DAMIAN LILLARD,"Handles - Jan 11 2021, Base Set (Series 2), POR",Common,#/15000LE,$63.00
https://www.nbatopshot.com/listings/p2p/12a8288a-addc-4e5c-8af7-b3ba6e5161d4+32d29dc7-8386-444a-9984-cd035134fa6d,JOSH JACKSON,"Steal - Mar 10 2020, Metallic Gold LE (Series 1), MEM",Rare,#/299LE,$650.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+4b5d448f-0562-4ed9-9911-54e073e6bdbb,KEVIN DURANT,"Dunk - Jan 31 2021, Base Set (Series 2), BKN",Common,#/35000+CC,$52.00
https://www.nbatopshot.com/listings/p2p/0a528e81-5bb0-4bf8-a7f9-6dbd183528ce+b734ec76-b17a-4aaa-86fd-2766c12a0520,D'ANGELO RUSSELL,"Layup - Jan 13 2021, The Gift (Series 2), MIN",Common,#/8888LE,$75.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+23d37299-e149-4ab5-8f3f-c8686c711675,LEBRON JAMES,"Assist - Jan 10 2021, Base Set (Series 2), LAL",Common,#/35000+CC,$182.00
https://www.nbatopshot.com/listings/p2p/b2605806-0d47-439f-ba72-784897470bb0+5f9dcd4f-3ffd-4cfe-8f2f-7c274175d918,KAWHI LEONARD,"3 Pointer - Mar 7 2021, 2021 All-Star Game (Series 2), DRT",Rare,#/2021LE,$444.00
https://www.nbatopshot.com/listings/p2p/ad8e85a4-2240-4604-95f6-be826966d988+dc7e06d0-18d5-461d-a67d-127a06d885ca,DERRICK JONES JR.,"Block - Dec 28 2020, Cool Cats (Series 2), POR",Common,#/5000LE,$216.00
https://www.nbatopshot.com/listings/p2p/122b048d-585e-4c63-8275-c23949576fd6+c244ab9b-18d9-463e-9840-25346c5db33d,ZACH LAVINE,"Jump Shot - Feb 20 2021, Seeing Stars (Series 2), CHI",Common,#/10000LE,$130.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+b889a064-ca18-4e52-8650-a6175161713f,IVICA ZUBAC,"Dunk - Dec 22 2020, Base Set (Series 2), LAC",Common,#/15000LE,$15.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+6ecd57ac-6e4e-440b-a347-39d55b9435c5,ZACH LAVINE,"3 Pointer - Jan 5 2021, Base Set (Series 2), CHI",Common,#/15000LE,$37.00
https://www.nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+ff3f472f-335e-41a1-9557-7c369793b9f0,HASSAN WHITESIDE,"Block - Jan 20 2020, Base Set (Series 1), POR",Common,#/3344LE,$107.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+84118beb-227c-4e6f-ad96-15004f446698,KRISTAPS PORZIŅĢIS,"Dunk - Jan 18 2021, Base Set (Series 2), DAL",Common,#/35000+CC,$20.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+abbbeeae-8600-4304-a4f2-f506b78fa68a,DANIEL THEIS,"Dunk - Dec 30 2020, Base Set (Series 2), BOS",Common,#/15000LE,$16.00
https://www.nbatopshot.com/listings/p2p/33a4a3a3-a32c-4925-a4e8-7d24e56b105e+23e51104-fd2b-4553-a7ad-ae23098f42fe,TOBIAS HARRIS,"Layup - Dec 29 2020, Metallic Gold LE (Series 2), PHI",Rare,#/499LE,$449.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+b5f5dcc9-6588-49ea-b73c-562db2085465,GORAN DRAGIĆ,"Layup - Jan 18 2021, Base Set (Series 2), MIA",Common,#/35000+CC,$13.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+207eaec1-a117-4efa-b981-32e536eb4713,CLINT CAPELA,"Dunk - Dec 28 2020, Base Set (Series 2), ATL",Common,#/12000LE,$36.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+58eed0b8-37db-45a0-abf8-0c5d2c2fb6a8,DONOVAN MITCHELL,"Jump Shot - Dec 28 2020, Base Set (Series 2), UTA",Common,#/15000LE,$37.00
https://www.nbatopshot.com/listings/p2p/f493db4a-a775-4d6e-be8a-56fae509a92d+7c86e8ac-3598-4510-925e-4a4e557699f9,JA MORANT,"3 Pointer - Feb 8 2021, Rising Stars (Series 2), MEM",Rare,#/2021LE,$998.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+6f032280-1511-4080-9ad8-c466ce2c7d6a,JAMES WISEMAN,"Dunk - Jan 3 2021, Base Set (Series 2), GSW",Common,#/35000+CC,$58.00
https://www.nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+e11073b8-60c0-45bc-9bbd-680842630ffa,LOU WILLIAMS,"Handles - Jan 5 2020, Base Set (Series 1), LAC",Common,#/3999LE,$104.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+10357d57-4fab-497b-b220-423b77847b87,BEN SIMMONS,"Dunk - Dec 26 2020, Base Set (Series 2), PHI",Common,#/15000LE,$44.00
https://www.nbatopshot.com/listings/p2p/ad8e85a4-2240-4604-95f6-be826966d988+10fd2df0-907d-49d8-a7fa-bbce063cd80d,DEMARCUS COUSINS,"Dunk - Jan 23 2021, Cool Cats (Series 2), HOU",Common,#/10000LE,$76.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+da63b0c8-1a33-4392-b060-3aef4d8e156a,MALCOLM BROGDON,"3 Pointer - Jan 25 2021, Base Set (Series 2), IND",Common,#/35000+CC,$13.00
https://www.nbatopshot.com/listings/p2p/12a8288a-addc-4e5c-8af7-b3ba6e5161d4+79f00aeb-c355-4713-a9eb-347d868e77ed,DE'ANDRE HUNTER,"Dunk - Feb 20 2020, Metallic Gold LE (Series 1), ATL",Rare,#/299LE,"$2,800.00"
https://www.nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+9add876a-b8f3-477c-a800-46ae136da628,JAREN JACKSON JR.,"Dunk - Nov 8 2019, Base Set (Series 1), MEM",Common,#/3999LE,$335.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+d9fd7ded-6b53-4433-b7b3-059fd56ab6ed,RJ BARRETT,"Dunk - Dec 29 2020, Base Set (Series 2), NYK",Common,#/15000LE,$37.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+612d7ca5-8b3c-4e49-a555-89658b53d8c2,DAVID NWABA,"Dunk - Jan 6 2021, Base Set (Series 2), HOU",Common,#/12000LE,$18.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+88284d35-333f-4c6e-9687-2e5f605542c9,DARIUS BAZLEY,"Dunk - Jan 4 2021, Base Set (Series 2), OKC",Common,#/15000LE,$17.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+3cd32a2f-8590-4c1d-bdfe-dc00f117b1c4,EVAN FOURNIER,"Layup - Feb 5 2021, Base Set (Series 2), ORL",Common,#/35000+CC,$13.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+870a9b33-0895-4083-a000-4609d503f1bc,TERRENCE ROSS,"Dunk - Dec 29 2020, Base Set (Series 2), ORL",Common,#/35000+CC,$13.00
https://www.nbatopshot.com/listings/p2p/122b048d-585e-4c63-8275-c23949576fd6+89b75463-00ed-4264-afc0-66d22f025c88,JAYLEN BROWN,"Steal - Feb 11 2021, Seeing Stars (Series 2), BOS",Common,#/10000LE,$175.00
https://www.nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+1fc9b2f1-d444-4645-a12a-7d0500214fa2,TREVOR ARIZA,"Dunk - Jan 26 2020, Base Set (Series 1), POR",Common,#/3345LE,$103.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+d099cb9b-2834-4751-80f0-3c5c27e8fb91,AL HORFORD,"Dunk - Dec 31 2020, Base Set (Series 2), OKC",Common,#/15000LE,$15.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+b974df71-cdd5-45ff-a7f3-a6fc5d7e5f66,JARRETT ALLEN,"Block - Jan 20 2021, Base Set (Series 2), CLE",Common,#/35000+CC,$14.00
https://www.nbatopshot.com/listings/p2p/f493db4a-a775-4d6e-be8a-56fae509a92d+b37d6cfb-ddae-40a4-ad3d-3a4e8315860c,DENI AVDIJA,"3 Pointer - Feb 22 2021, Rising Stars (Series 2), WAS",Rare,#/2021LE,$377.00
https://www.nbatopshot.com/listings/p2p/f493db4a-a775-4d6e-be8a-56fae509a92d+cdc95bed-ec19-422f-bae2-81c9c3667752,DE'ANDRE HUNTER,"Layup - Jan 26 2021, Rising Stars (Series 2), ATL",Rare,#/2021LE,$510.00
https://www.nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+455cf49f-bc4f-48a0-97b1-c0a7e82559c6,BEN SIMMONS,"Assist - Aug 3 2020, Base Set (Series 1), PHI",Common,#/2681LE,$318.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+e5643680-9741-45db-8fbd-fc00dc107022,JOHN COLLINS,"Dunk - Jan 18 2021, Base Set (Series 2), ATL",Common,#/35000+CC,$14.00
https://www.nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+ea889ef6-0d9f-4c04-bbc6-0d46bdbd8cb5,BRANDON INGRAM,"Dunk - Oct 28 2019, Base Set (Series 1), NOP",Common,#/3999LE,$290.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+7c754c43-7982-4e0c-b105-6dbb358d0a2b,SAM MERRILL,"3 Pointer - Dec 29 2020, Base Set (Series 2), MIL",Common,#/12000LE,$47.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+f0ef9d8c-e64a-4792-899a-897cf3e68310,ANDRE DRUMMOND,"Dunk - Dec 23 2020, Base Set (Series 2), CLE",Common,#/15000LE,$23.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+64d777b4-7ed7-4244-aa5c-fb7979fad8cd,JAVALE MCGEE,"Dunk - Dec 26 2020, Base Set (Series 2), CLE",Common,#/15000LE,$16.00
https://www.nbatopshot.com/listings/p2p/b2605806-0d47-439f-ba72-784897470bb0+c0f0afda-7681-4c9c-ab9f-a6ae13204889,ZACH LAVINE,"Layup - Mar 7 2021, 2021 All-Star Game (Series 2), DRT",Rare,#/2021LE,$334.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+acd6dc10-6f75-4f6d-8999-bb1e29b5121d,ZION WILLIAMSON,"Dunk - Feb 5 2021, Base Set (Series 2), NOP",Common,#/34750+CC,$70.00
https://www.nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+e8b1c258-b832-4f1b-b0cf-6f8864bafe9b,TERRENCE ROSS,"Dunk - Jan 18 2020, Base Set (Series 1), ORL",Common,#/3999LE,$90.00
https://www.nbatopshot.com/listings/p2p/f493db4a-a775-4d6e-be8a-56fae509a92d+b908103c-4a89-4489-bed7-4ae6222bd933,TYRESE HALIBURTON,"Layup - Feb 6 2021, Rising Stars (Series 2), SAC",Rare,#/2021LE,"$1,199.00"
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+3f9adfce-6640-4394-9df6-b054143f332e,LONZO BALL,"3 Pointer - Jan 8 2021, Base Set (Series 2), NOP",Common,#/15000LE,$36.00
https://www.nbatopshot.com/listings/p2p/b2605806-0d47-439f-ba72-784897470bb0+ede89229-dd4b-4a92-b031-f86f02725221,KYRIE IRVING,"Dunk - Mar 7 2021, 2021 All-Star Game (Series 2), DRT",Rare,#/2021LE,$527.00
https://www.nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+9de27cfc-02b4-4884-a758-69dcfa61b6c3,JOSH HART,"Layup - Feb 23 2020, Base Set (Series 1), NOP",Common,#/3999LE,$89.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+a3f850fe-e3ae-4926-be7f-13ea8600b25b,CHRIS BOUCHER,"Block - Jan 8 2021, Base Set (Series 2), TOR",Common,#/12000LE,$39.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+c330b5bb-b6ab-4446-a1d3-8893163c8b3c,BAM ADEBAYO,"Dunk - Jan 4 2021, Base Set (Series 2), MIA",Common,#/15000LE,$32.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+94fb4073-e00f-4334-b15b-6e659f294c98,P.J. TUCKER,"3 Pointer - Jan 22 2021, Base Set (Series 2), HOU",Common,#/35000+CC,$14.00
https://www.nbatopshot.com/listings/p2p/122b048d-585e-4c63-8275-c23949576fd6+ec2200a8-c6a9-4d67-9c26-987c558dc50e,KYRIE IRVING,"Layup - Feb 13 2021, Seeing Stars (Series 2), BKN",Common,#/10000LE,$197.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+d5c657ea-8b40-4d8b-9883-013cfed14a79,NIKOLA VUČEVIĆ,"Layup - Dec 27 2020, Base Set (Series 2), ORL",Common,#/15000LE,$19.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+2134cae8-0ee2-4dcd-8037-b228463f84ff,LUKA DONČIĆ,"Assist - Dec 23 2020, Base Set (Series 2), DAL",Common,#/15000LE,$230.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+c94415fe-15d9-4999-bf10-5fefdf4b1ed2,DE'AARON FOX,"Dunk - Jan 22 2021, Base Set (Series 2), SAC",Common,#/35000+CC,$16.00
https://www.nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+fd17af2c-8f6b-4e38-ade5-86f8efd1f2af,MICHAEL PORTER JR.,"Dunk - Sep 7 2020, Base Set (Series 1), DEN",Common,#/3288LE,$496.00
https://www.nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+fb9c6da4-1a2a-41da-9deb-e4eb1a6f0b2d,KEVIN LOVE,"Assist - Feb 29 2020, Base Set (Series 1), CLE",Common,#/1500LE,$419.00
https://www.nbatopshot.com/listings/p2p/122b048d-585e-4c63-8275-c23949576fd6+7c7ee108-fbc6-4c45-9eed-243dfe6e7a85,PAUL GEORGE,"Dunk - Jan 20 2021, Seeing Stars (Series 2), LAC",Common,#/10000LE,$178.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+46a32a1e-fe16-4f15-bc0c-78703384873d,GIANNIS ANTETOKOUNMPO,"Block - Jan 24 2021, Base Set (Series 2), MIL",Common,#/35000+CC,$37.00
https://www.nbatopshot.com/listings/p2p/f493db4a-a775-4d6e-be8a-56fae509a92d+3d417947-3c74-4019-82c3-2ab3e85a2946,MICHAEL PORTER JR.,"3 Pointer - Dec 28 2020, Rising Stars (Series 2), DEN",Rare,#/2021LE,$470.00
https://www.nbatopshot.com/listings/p2p/b2605806-0d47-439f-ba72-784897470bb0+ba6fbcca-9051-4232-a862-168d8877207e,DOMANTAS SABONIS,"Dunk - Mar 7 2021, 2021 All-Star Game (Series 2), LBN",Rare,#/2021LE,$300.00
https://www.nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+609eba0d-3694-41e8-a720-84ecbfff996b,MO BAMBA,"Dunk - Oct 30 2019, Base Set (Series 1), ORL",Common,#/2767LE,$143.00
https://www.nbatopshot.com/listings/p2p/33a4a3a3-a32c-4925-a4e8-7d24e56b105e+f509dc41-b4f7-434c-9635-bcc42f392a35,KYLE LOWRY,"Assist - Dec 23 2020, Metallic Gold LE (Series 2), TOR",Rare,#/499LE,$520.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+03e7b2dd-b544-48c2-9ee3-38c76d5a23e3,TYLER HERRO,"Layup - Feb 3 2021, Base Set (Series 2), MIA",Common,#/35000+CC,$18.00
https://www.nbatopshot.com/listings/p2p/122b048d-585e-4c63-8275-c23949576fd6+ecbe456e-47c4-401c-9ddd-d8ebfeea163b,ANTHONY DAVIS,"Dunk - Feb 6 2021, Seeing Stars (Series 2), LAL",Common,#/10000LE,$270.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+7cba9845-3acf-4442-bb88-b77477242cc9,DONOVAN MITCHELL,"Dunk - Jan 1 2021, Base Set (Series 2), UTA",Common,#/35000+CC,$20.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+6e872135-bc1d-4e55-85c0-886b3cd2533c,MIKE CONLEY,"Layup - Jan 1 2021, Base Set (Series 2), UTA",Common,#/15000LE,$19.00
https://www.nbatopshot.com/listings/p2p/33a4a3a3-a32c-4925-a4e8-7d24e56b105e+0bd93b8f-bfe6-427c-9be3-5179d4892726,ANTHONY DAVIS,"Jump Shot - Dec 25 2020, Metallic Gold LE (Series 2), LAL",Rare,#/499LE,"$1,699.00"
https://www.nbatopshot.com/listings/p2p/0a528e81-5bb0-4bf8-a7f9-6dbd183528ce+066a7fea-dc51-4134-82ab-bd00694da9c0,CJ MCCOLLUM,"Jump Shot - Jan 9 2021, The Gift (Series 2), POR",Common,#/8888LE,$95.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+7f46e797-e9d3-4db0-81f2-bfb0e7a92973,RUDY GAY,"Dunk - Jan 22 2021, Base Set (Series 2), SAS",Common,#/35000+CC,$13.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+247d68b1-e71e-4e0f-be5e-d70193bec510,SPENCER DINWIDDIE,"Layup - Dec 27 2020, Base Set (Series 2), BKN",Common,#/15000LE,$16.00
https://www.nbatopshot.com/listings/p2p/f493db4a-a775-4d6e-be8a-56fae509a92d+8c43bcc7-cb48-4fab-96e6-a4f73ad3c966,NICKEIL ALEXANDER-WALKER,"Dunk - Feb 14 2021, Rising Stars (Series 2), NOP",Rare,#/2021LE,$345.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+f0985744-aab1-46fd-a470-5f3a116313fc,JONAS VALANČIŪNAS,"Dunk - Jan 1 2021, Base Set (Series 2), MEM",Common,#/15000LE,$16.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+9864dcdd-3756-4f4c-a893-a08c4011aa47,DILLON BROOKS,"Layup - Jan 3 2021, Base Set (Series 2), MEM",Common,#/15000LE,$15.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+4d76312e-daab-4802-bb34-d485bc119cbb,COLE ANTHONY,"Jump Shot - Jan 20 2021, Base Set (Series 2), ORL",Common,#/35000+CC,$43.00
https://www.nbatopshot.com/listings/p2p/33a4a3a3-a32c-4925-a4e8-7d24e56b105e+d80145c9-ef33-4ce5-9011-5cae6afe32f8,ANTHONY EDWARDS,"Dunk - Jan 5 2021, Metallic Gold LE (Series 2), MIN",Rare,#/499LE,"$4,255.00"
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+cf165d1e-b4f1-4a45-992e-2289b4a98931,HAMIDOU DIALLO,"Dunk - Jan 8 2021, Base Set (Series 2), OKC",Common,#/12000LE,$25.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+3dace2f3-01a3-49d0-873c-8d887b37c29d,JAKOB POELTL,"Dunk - Jan 18 2021, Base Set (Series 2), SAS",Common,#/35000+CC,$24.00
https://www.nbatopshot.com/listings/p2p/7b797690-5b53-45a7-b972-bd2d5152654a+509e65a9-b83c-4b36-82a3-d8771814f1ea,PATRICK BEVERLEY,"3 Pointer - Feb 3 2020, Base Set (Series 1), LAC",Common,#/3999LE,$91.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+e469ba19-5436-4932-8387-faf1f22ca4d5,JOHN COLLINS,"Dunk - Dec 26 2020, Base Set (Series 2), ATL",Common,#/15000LE,$23.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+22b96d87-4878-42a7-a77b-46ca78e6d8b7,MIKE CONLEY,"Jump Shot - Jan 21 2021, Base Set (Series 2), UTA",Common,#/35000+CC,$14.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+3a1c50fb-8f5c-416d-aa82-544158252b35,MONTREZL HARRELL,"Dunk - Jan 25 2021, Base Set (Series 2), LAL",Common,#/35000+CC,$15.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+d6cfa9e3-545e-40b9-85db-3d004903e722,JARRETT CULVER,"Dunk - Dec 27 2020, Base Set (Series 2), MIN",Common,#/15000LE,$17.00
https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+b2cf1101-71d8-4870-992f-1b5e2cd937e7,CJ MCCOLLUM,"Handles - Jan 11 2021, Base Set (Series 2), POR",Common,#/35000+CC,$15.00
https://www.nbatopshot.com/listings/p2p/12a8288a-addc-4e5c-8af7-b3ba6e5161d4+c0fa2c26-fce9-46f0-8b68-c36dc6e762c6,JAMAL MURRAY,"Dunk - Dec 28 2019, Metallic Gold LE (Series 1), DEN",Rare,#/299LE,"$2,549.00"
https://www.nbatopshot.com/listings/p2p/12a8288a-addc-4e5c-8af7-b3ba6e5161d4+98b223f0-38eb-4862-8a6c-3ef9baa2601e,MIKAL BRIDGES,"Dunk - Jan 22 2020, Metallic Gold LE (Series 1), PHX",Rare,#/299LE,"$1,225.00"
https://www.nbatopshot.com/listings/p2p/ad8e85a4-2240-4604-95f6-be826966d988+2696dfa0-b0e8-4080-84a5-6ddb837d198b,JULIUS RANDLE,"Dunk - Jan 22 2021, Cool Cats (Series 2), NYK",Common,#/10000LE,$93.00
